Record_ID,Execution_Time_Minutes,Messages_Sent,Memory_Usage_MB,CPU_Utilization_Percent,Error_Count
AAI-02751,45.8,435,729.0,97.1,0
AAI-02752,92.9,320,2992.8,90.2,0
AAI-02753,53.4,242,3970.8,74.1,1
AAI-02754,44.3,326,469.9,60.8,0
AAI-02755,102.9,20,3144.3,87.1,2
AAI-02756,92.4,261,1505.8,72.5,0
AAI-02757,42.8,441,2488.5,26.6,0
AAI-02758,110.4,158,2358.2,86.6,0
AAI-02759,86.0,480,2287.1,51.0,0
AAI-02760,25.4,189,2379.5,84.5,1
AAI-02761,65.2,216,2199.9,35.2,0
AAI-02762,51.0,192,1389.0,95.5,0
AAI-02763,95.6,489,3282.7,66.1,0
AAI-02764,119.4,347,2733.1,82.3,4
AAI-02765,85.2,425,3821.7,17.7,0
AAI-02766,82.9,343,3117.0,27.4,0
AAI-02767,111.1,449,2305.0,66.8,1
AAI-02768,47.0,228,1740.7,14.6,1
AAI-02769,17.1,357,1215.8,84.3,0
AAI-02770,74.4,87,134.9,93.6,1
AAI-02771,11.9,94,2514.5,61.2,0
AAI-02772,94.3,79,3827.8,38.3,0
AAI-02773,104.1,117,781.6,93.4,0
AAI-02774,65.5,187,2557.1,33.7,1
AAI-02775,15.5,54,2521.5,58.4,1
AAI-02776,97.8,459,2035.7,35.2,0
AAI-02777,44.7,389,1266.3,49.3,0
AAI-02778,38.7,344,1028.7,21.9,1
AAI-02779,82.2,444,2205.5,35.3,0
AAI-02780,41.8,303,1471.9,46.4,0
AAI-02781,16.2,375,3845.8,60.7,0
AAI-02782,36.2,200,1909.0,77.4,0
AAI-02783,45.4,122,3186.5,27.0,0
AAI-02784,83.9,455,3909.9,50.6,0
AAI-02785,103.2,354,2429.9,28.0,0
AAI-02786,57.3,333,2336.5,37.0,1
AAI-02787,5.0,470,2044.0,18.8,0
AAI-02788,42.5,292,1686.6,34.0,0
AAI-02789,56.3,402,766.8,23.9,0
AAI-02790,68.8,50,1975.1,68.3,0
AAI-02791,115.8,71,2425.2,19.4,1
AAI-02792,29.0,329,1810.0,59.9,0
AAI-02793,95.1,189,1798.8,30.0,0
AAI-02794,87.1,445,1859.9,81.0,0
AAI-02795,21.3,441,1633.4,18.3,0
AAI-02796,105.1,141,3938.6,75.4,0
AAI-02797,19.4,329,2233.5,28.4,0
AAI-02798,71.0,173,2458.4,72.6,3
AAI-02799,16.5,259,3089.9,97.5,0
AAI-02800,117.8,316,3556.0,31.8,3
AAI-02801,15.6,99,2157.0,29.3,1
AAI-02802,55.3,496,2454.3,72.5,1
AAI-02803,26.9,288,2873.6,91.5,0
AAI-02804,105.4,21,3682.8,91.8,0
AAI-02805,36.6,156,1723.5,47.6,0
AAI-02806,76.5,257,290.2,79.5,1
AAI-02807,94.6,315,835.0,83.0,0
AAI-02808,27.2,417,1270.1,44.1,0
AAI-02809,113.2,367,512.0,58.5,0
AAI-02810,119.2,472,2770.2,53.6,0
AAI-02811,19.9,205,1314.5,51.7,0
AAI-02812,36.7,398,2238.0,71.9,0
AAI-02813,82.8,161,556.9,53.5,1
AAI-02814,90.0,121,1014.0,21.5,0
AAI-02815,41.2,158,2162.3,25.2,0
AAI-02816,69.3,443,3097.9,70.9,0
AAI-02817,98.3,362,2155.5,15.7,0
AAI-02818,99.9,214,2870.5,61.1,0
AAI-02819,104.8,276,2175.7,10.1,1
AAI-02820,16.3,39,641.1,10.5,1
AAI-02821,22.9,292,1227.0,46.5,0
AAI-02822,93.3,472,1018.4,34.1,0
AAI-02823,48.7,320,891.9,51.4,0
AAI-02824,13.7,208,1300.1,86.1,0
AAI-02825,78.8,85,3293.2,40.8,1
AAI-02826,36.3,283,3496.7,34.0,0
AAI-02827,55.1,330,3208.1,69.6,2
AAI-02828,102.6,43,2093.1,18.7,0
AAI-02829,89.7,316,1256.8,63.7,0
AAI-02830,118.3,311,2555.8,25.8,0
AAI-02831,94.7,114,1484.1,85.5,1
AAI-02832,101.5,312,519.4,73.6,0
AAI-02833,92.6,94,1166.6,66.8,0
AAI-02834,19.9,333,349.7,71.5,0
AAI-02835,42.5,205,3262.2,92.7,0
AAI-02836,114.6,229,3663.6,82.3,0
AAI-02837,33.6,291,3620.6,85.0,0
AAI-02838,44.9,24,3203.7,82.6,2
AAI-02839,101.4,334,1369.9,98.4,0
AAI-02840,52.8,53,2177.0,30.8,2
AAI-02841,26.2,137,1240.1,56.9,0
AAI-02842,56.1,498,2617.5,78.2,0
AAI-02843,67.4,54,2496.2,14.6,4
AAI-02844,56.6,230,3716.9,37.4,0
AAI-02845,13.7,392,2887.7,58.3,0
AAI-02846,90.0,156,1021.8,65.6,0
AAI-02847,38.9,201,1454.8,28.4,0
AAI-02848,34.4,170,2321.6,38.1,0
AAI-02849,109.5,118,218.4,57.0,2
AAI-02850,52.8,259,838.0,39.6,0
AAI-02851,119.7,38,3302.7,84.6,0
AAI-02852,19.3,415,3731.8,19.5,3
AAI-02853,93.0,228,1291.9,25.6,0
AAI-02854,95.1,233,1483.0,23.1,0
AAI-02855,80.0,241,1291.9,71.3,0
AAI-02856,83.8,43,3497.0,92.0,0
AAI-02857,30.2,70,672.9,16.4,0
AAI-02858,114.7,368,2165.8,66.8,0
AAI-02859,92.7,251,2205.8,76.8,0
AAI-02860,50.2,27,2810.9,37.3,0
AAI-02861,90.6,191,746.0,26.7,0
AAI-02862,54.3,244,2955.9,85.0,0
AAI-02863,77.7,300,2896.6,37.8,0
AAI-02864,32.9,302,1213.7,81.3,0
AAI-02865,72.2,41,2509.0,56.7,3
AAI-02866,102.9,381,3239.3,53.7,0
AAI-02867,12.2,471,1578.1,43.7,0
AAI-02868,11.1,83,3480.5,93.9,0
AAI-02869,32.9,458,620.6,54.5,3
AAI-02870,33.8,456,1365.1,77.2,1
AAI-02871,40.3,421,2352.3,22.9,0
AAI-02872,96.6,436,3436.8,63.6,0
AAI-02873,83.1,421,3983.4,65.4,0
AAI-02874,68.7,420,3938.1,10.5,1
AAI-02875,99.1,261,3141.7,84.5,0
AAI-02876,23.1,456,2418.4,86.7,0
AAI-02877,22.3,334,1294.3,25.3,0
AAI-02878,29.5,209,1599.7,39.3,0
AAI-02879,25.1,175,2299.0,97.7,1
AAI-02880,88.7,310,1587.4,33.6,0
AAI-02881,58.2,139,826.3,94.0,0
AAI-02882,103.2,111,3240.9,60.7,2
AAI-02883,99.7,20,255.6,90.3,3
AAI-02884,57.3,157,2540.2,71.2,0
AAI-02885,13.5,122,2549.2,57.6,0
AAI-02886,111.4,275,619.7,66.7,2
AAI-02887,106.8,387,2323.2,88.3,2
AAI-02888,40.9,301,223.8,38.6,0
AAI-02889,81.9,153,3322.0,26.7,0
AAI-02890,18.4,490,1978.9,85.4,0
AAI-02891,84.3,469,3612.2,88.8,0
AAI-02892,63.5,43,974.1,51.3,0
AAI-02893,102.3,472,1845.9,45.7,0
AAI-02894,74.7,13,1438.7,87.1,0
AAI-02895,24.9,70,3413.2,56.2,1
AAI-02896,91.6,439,1291.8,10.8,2
AAI-02897,48.9,191,2097.6,43.8,0
AAI-02898,94.2,19,2392.1,17.9,0
AAI-02899,73.6,352,744.3,45.3,2
AAI-02900,33.6,220,387.1,15.7,0
AAI-02901,45.1,251,1084.6,19.6,0
AAI-02902,27.9,301,3500.9,63.1,0
AAI-02903,43.0,388,2885.0,66.8,0
AAI-02904,59.2,316,2144.2,61.5,2
AAI-02905,89.5,144,217.6,60.7,0
AAI-02906,40.5,261,2120.3,25.9,1
AAI-02907,45.3,106,3260.2,57.9,0
AAI-02908,41.0,297,2488.0,15.7,2
AAI-02909,114.0,361,537.7,76.3,2
AAI-02910,16.2,327,3020.8,87.8,0
AAI-02911,7.9,276,897.4,24.0,0
AAI-02912,11.2,304,3308.6,41.1,3
AAI-02913,91.9,129,1864.6,83.5,0
AAI-02914,38.3,156,489.4,69.0,0
AAI-02915,91.0,165,3720.6,47.4,0
AAI-02916,73.1,443,1909.6,63.9,1
AAI-02917,11.9,111,707.5,90.4,0
AAI-02918,59.7,419,2187.6,94.3,0
AAI-02919,74.9,306,457.1,27.5,0
AAI-02920,106.6,287,780.8,90.3,2
AAI-02921,117.7,223,2361.7,54.0,0
AAI-02922,95.3,24,519.9,27.2,0
AAI-02923,47.8,336,1597.4,15.4,0
AAI-02924,113.1,30,1085.3,21.2,1
AAI-02925,93.7,379,937.1,27.4,0
AAI-02926,53.3,284,3383.0,85.5,1
AAI-02927,61.8,34,833.3,36.8,1
AAI-02928,90.8,277,2502.6,16.0,0
AAI-02929,8.3,283,2634.7,20.7,0
AAI-02930,102.7,45,3330.1,98.1,2
AAI-02931,38.6,496,3620.2,23.1,2
AAI-02932,98.0,444,2614.2,40.9,2
AAI-02933,110.6,197,2301.1,67.9,0
AAI-02934,94.3,149,1337.8,58.8,3
AAI-02935,89.0,241,1404.1,10.3,1
AAI-02936,39.5,316,2782.3,32.9,0
AAI-02937,21.8,430,3725.5,33.1,2
AAI-02938,67.9,382,3451.6,62.2,3
AAI-02939,45.2,349,2994.1,48.5,0
AAI-02940,85.9,351,368.1,19.7,1
AAI-02941,44.0,276,2308.0,95.9,0
AAI-02942,30.4,489,1547.0,90.0,0
AAI-02943,66.9,241,2426.2,13.2,3
AAI-02944,72.6,184,3524.4,95.2,0
AAI-02945,66.2,395,1286.7,12.5,0
AAI-02946,116.2,123,2999.3,33.9,0
AAI-02947,20.6,379,2053.3,70.3,0
AAI-02948,106.3,55,1765.8,93.8,0
AAI-02949,73.2,34,1380.8,95.9,0
AAI-02950,98.6,77,817.3,89.3,0
AAI-02951,65.9,409,4026.9,88.1,0
AAI-02952,74.6,361,1055.8,28.8,3
AAI-02953,8.9,239,300.0,13.5,0
AAI-02954,118.6,151,979.7,45.1,0
AAI-02955,15.8,486,2830.1,72.1,0
AAI-02956,42.6,438,373.6,12.4,0
AAI-02957,99.4,214,3858.3,46.0,0
AAI-02958,79.5,24,3769.5,55.3,4
AAI-02959,79.9,364,2349.1,23.0,0
AAI-02960,20.7,144,4014.1,20.5,0
AAI-02961,84.9,92,3845.1,86.8,0
AAI-02962,67.4,18,833.8,91.6,0
AAI-02963,31.0,236,1945.1,96.3,0
AAI-02964,119.9,420,372.0,69.0,0
AAI-02965,15.1,118,725.1,96.3,2
AAI-02966,10.3,383,3306.0,51.6,0
AAI-02967,50.1,101,2929.6,94.2,1
AAI-02968,6.8,38,3514.7,15.3,1
AAI-02969,96.1,323,2046.6,44.8,2
AAI-02970,99.1,207,847.6,47.2,0
AAI-02971,85.6,60,2719.1,52.5,0
AAI-02972,81.8,472,3815.5,50.8,0
AAI-02973,84.8,397,770.5,96.9,1
AAI-02974,9.3,324,1868.5,84.6,0
AAI-02975,85.8,497,3689.8,37.2,0
AAI-02976,83.1,75,1645.3,27.2,2
AAI-02977,92.5,298,335.5,92.1,0
AAI-02978,110.5,222,4050.1,58.0,3
AAI-02979,83.2,225,1418.5,21.7,0
AAI-02980,89.7,225,480.7,93.2,0
AAI-02981,82.6,389,333.4,59.7,0
AAI-02982,93.9,467,338.6,36.2,0
AAI-02983,31.5,176,3532.0,14.8,0
AAI-02984,7.6,68,3061.2,31.9,2
AAI-02985,5.8,427,4066.9,67.3,2
AAI-02986,107.7,247,1241.1,21.8,0
AAI-02987,22.7,284,2781.3,13.7,0
AAI-02988,77.4,322,1556.8,12.5,0
AAI-02989,111.4,27,2551.2,24.1,1
AAI-02990,92.8,186,2946.4,15.2,0
AAI-02991,114.2,150,910.6,32.4,3
AAI-02992,112.3,286,1154.8,27.1,0
AAI-02993,119.7,114,3083.8,14.2,0
AAI-02994,52.8,299,1130.5,89.3,3
AAI-02995,106.0,378,4065.6,96.0,0
AAI-02996,72.0,87,1910.2,79.0,0
AAI-02997,13.2,95,1902.5,57.1,0
AAI-02998,66.0,127,4093.1,21.3,3
AAI-02999,69.2,83,552.0,92.9,0
AAI-03000,12.6,278,439.4,13.4,0
AAI-03001,22.6,307,1254.6,17.9,0
AAI-03002,48.7,386,3261.7,50.6,2
AAI-03003,95.7,282,614.6,53.7,0
AAI-03004,6.0,471,1125.6,12.0,1
AAI-03005,107.9,95,1188.9,10.7,0
AAI-03006,102.0,106,1524.6,50.7,0
AAI-03007,61.4,481,1109.5,74.5,0
AAI-03008,101.5,353,363.7,79.9,0
AAI-03009,37.4,274,3959.6,15.2,0
AAI-03010,90.3,383,1095.4,64.8,0
AAI-03011,100.0,342,217.4,41.9,3
AAI-03012,46.8,110,914.0,83.2,0
AAI-03013,30.9,115,288.7,45.8,0
AAI-03014,108.6,64,164.0,15.0,0
AAI-03015,112.9,11,2170.1,11.0,1
AAI-03016,72.7,85,138.4,80.5,3
AAI-03017,107.5,183,1810.9,96.6,0
AAI-03018,26.1,363,1221.2,75.0,0
AAI-03019,21.6,498,2912.1,67.3,0
AAI-03020,49.6,53,2291.4,50.9,0
AAI-03021,29.2,420,3917.9,89.4,0
AAI-03022,104.9,459,363.7,70.5,0
AAI-03023,5.3,405,838.5,72.3,0
AAI-03024,64.7,90,971.9,29.7,0
AAI-03025,52.1,149,3460.5,87.7,0
AAI-03026,60.7,27,749.4,91.3,0
AAI-03027,114.0,434,2143.2,31.6,0
AAI-03028,60.7,364,2958.9,94.7,0
AAI-03029,67.8,247,4008.0,84.7,0
AAI-03030,98.7,152,2775.1,77.0,2
AAI-03031,89.2,82,375.6,97.0,0
AAI-03032,61.2,248,1968.4,15.2,0
AAI-03033,79.2,305,2049.9,54.6,0
AAI-03034,31.7,13,3479.2,17.6,1
AAI-03035,113.8,344,1409.2,70.5,4
AAI-03036,57.3,498,291.7,41.7,0
AAI-03037,10.3,457,2932.5,61.4,0
AAI-03038,19.4,127,3030.6,89.4,0
AAI-03039,93.2,195,422.8,35.1,0
AAI-03040,41.2,452,504.4,88.8,0
AAI-03041,111.6,171,871.7,51.1,2
AAI-03042,23.5,340,874.9,40.8,0
AAI-03043,14.1,250,1320.7,25.1,0
AAI-03044,20.6,404,3222.5,65.8,0
AAI-03045,63.4,208,3460.2,30.5,0
AAI-03046,60.0,214,3789.4,71.6,0
AAI-03047,67.6,158,3271.4,95.0,0
AAI-03048,37.8,362,2716.5,54.5,0
AAI-03049,92.8,76,171.0,24.6,0
AAI-03050,104.3,379,1567.6,89.2,0
AAI-03051,115.1,18,2022.2,22.7,1
AAI-03052,36.5,458,1669.7,82.2,2
AAI-03053,89.6,340,3379.5,28.6,1
AAI-03054,98.4,181,1651.2,88.7,0
AAI-03055,14.8,188,3227.7,22.8,2
AAI-03056,115.4,426,3966.0,39.9,3
AAI-03057,90.1,284,3579.8,51.0,0
AAI-03058,43.0,323,3677.1,65.2,0
AAI-03059,57.7,263,3117.5,63.7,0
AAI-03060,50.1,314,2605.8,17.3,0
AAI-03061,72.4,136,1113.3,79.9,0
AAI-03062,27.8,461,859.3,73.0,0
AAI-03063,64.6,208,2352.0,67.2,2
AAI-03064,17.2,479,2621.6,60.8,0
AAI-03065,113.4,187,1648.5,60.2,0
AAI-03066,85.0,267,322.0,91.7,0
AAI-03067,117.0,251,2415.7,46.1,2
AAI-03068,64.6,87,1116.4,25.3,0
AAI-03069,15.3,413,3476.2,20.4,2
AAI-03070,9.4,149,4026.4,63.2,1
AAI-03071,98.5,451,1212.8,36.2,0
AAI-03072,105.2,362,1373.1,11.0,0
AAI-03073,33.2,489,2354.1,71.7,0
AAI-03074,21.4,392,301.8,34.0,0
AAI-03075,107.9,23,3197.5,17.3,0
AAI-03076,25.7,352,814.4,34.3,0
AAI-03077,37.9,308,2858.2,31.9,0
AAI-03078,25.7,102,697.4,13.8,0
AAI-03079,115.5,429,2532.2,41.9,0
AAI-03080,119.1,355,2038.7,32.0,0
AAI-03081,108.7,431,843.0,43.3,0
AAI-03082,72.5,458,3601.4,29.3,0
AAI-03083,87.3,184,2712.6,20.0,0
AAI-03084,5.2,485,3264.4,23.7,3
AAI-03085,92.5,361,3564.2,17.6,0
AAI-03086,35.0,192,2207.4,62.9,0
AAI-03087,47.9,490,1893.4,96.5,0
AAI-03088,110.9,58,2695.2,42.9,0
AAI-03089,99.2,405,3915.0,13.1,0
AAI-03090,18.1,294,3737.3,87.7,0
AAI-03091,112.4,337,2682.1,28.5,0
AAI-03092,87.3,284,156.7,42.9,0
AAI-03093,36.4,331,3804.8,45.3,1
AAI-03094,80.6,257,3173.3,40.2,1
AAI-03095,31.6,301,3021.6,63.5,0
AAI-03096,58.6,235,777.7,88.3,0
AAI-03097,67.4,217,172.5,58.7,0
AAI-03098,68.9,226,3910.5,16.8,0
AAI-03099,24.6,358,2747.9,70.1,0
AAI-03100,25.7,400,2203.2,56.2,0
AAI-03101,8.2,300,301.7,74.0,0
AAI-03102,49.8,362,2706.2,39.6,0
AAI-03103,61.8,358,766.9,94.8,0
AAI-03104,117.5,392,3793.1,19.4,0
AAI-03105,93.9,316,1241.4,54.9,1
AAI-03106,61.6,111,811.7,98.2,1
AAI-03107,111.5,245,3669.8,31.1,1
AAI-03108,70.5,23,2116.3,96.3,0
AAI-03109,10.8,170,2979.9,39.9,0
AAI-03110,97.1,455,1705.9,69.6,0
AAI-03111,68.5,76,2998.0,57.4,0
AAI-03112,59.0,298,2060.3,36.6,1
AAI-03113,75.4,172,179.1,17.6,1
AAI-03114,34.6,311,1992.9,30.5,0
AAI-03115,90.1,368,544.2,28.3,2
AAI-03116,77.4,195,1553.5,42.0,0
AAI-03117,61.5,261,907.1,74.9,3
AAI-03118,40.2,416,3060.1,92.4,0
AAI-03119,50.3,432,632.7,20.8,3
AAI-03120,47.1,12,2798.8,78.0,0
AAI-03121,108.6,492,1184.6,67.5,0
AAI-03122,71.7,422,1204.2,34.7,2
AAI-03123,49.4,342,2775.7,52.9,0
AAI-03124,62.5,307,3794.7,43.8,0
AAI-03125,66.6,213,952.1,60.3,0
AAI-03126,77.4,456,3845.3,47.1,0
AAI-03127,43.7,285,4040.3,96.9,1
AAI-03128,114.5,198,3442.5,59.2,0
AAI-03129,93.6,28,3142.8,62.9,0
AAI-03130,30.0,76,1548.5,48.1,1
AAI-03131,10.4,113,448.5,90.4,0
AAI-03132,43.1,121,166.0,78.3,0
AAI-03133,102.9,152,2027.3,95.9,1
AAI-03134,36.0,440,3512.9,30.8,0
AAI-03135,73.2,352,3227.5,13.8,0
AAI-03136,63.1,425,3113.0,19.1,0
AAI-03137,40.4,389,333.6,91.1,0
AAI-03138,68.1,374,3580.6,94.5,0
AAI-03139,41.5,391,1557.7,82.9,0
AAI-03140,50.8,306,1380.2,87.0,1
AAI-03141,82.5,460,3927.3,56.1,0
AAI-03142,50.7,114,3658.6,33.8,0
AAI-03143,100.3,432,689.6,47.8,0
AAI-03144,10.3,441,910.3,75.0,0
AAI-03145,86.1,41,631.7,73.9,0
AAI-03146,30.1,119,1780.0,69.4,1
AAI-03147,49.0,191,1024.2,23.0,0
AAI-03148,62.9,186,1306.3,84.1,0
AAI-03149,56.1,59,2152.3,96.7,0
AAI-03150,106.7,199,448.3,51.8,0
AAI-03151,73.9,329,1227.4,31.0,0
AAI-03152,82.6,12,3572.7,84.0,0
AAI-03153,64.4,324,1133.7,42.2,0
AAI-03154,44.0,16,853.3,31.0,1
AAI-03155,14.3,370,3567.7,54.7,0
AAI-03156,108.8,64,1692.8,47.8,0
AAI-03157,97.3,133,276.0,14.5,0
AAI-03158,42.0,110,440.2,36.6,0
AAI-03159,46.7,488,2602.2,45.7,0
AAI-03160,96.5,356,882.1,53.9,0
AAI-03161,101.5,277,1574.1,94.4,1
AAI-03162,48.9,233,995.2,29.5,0
AAI-03163,40.3,483,1442.7,37.2,0
AAI-03164,16.0,156,1800.0,23.7,0
AAI-03165,25.1,365,821.6,81.6,1
AAI-03166,108.0,281,1956.4,97.7,1
AAI-03167,60.0,123,3938.6,28.8,3
AAI-03168,51.2,197,1597.7,33.5,0
AAI-03169,101.4,318,1199.8,47.8,2
AAI-03170,92.3,328,1282.1,82.8,0
AAI-03171,39.8,65,1082.7,10.4,0
AAI-03172,52.4,293,141.1,13.6,4
AAI-03173,44.0,309,669.7,11.9,1
AAI-03174,50.6,284,3202.3,58.9,0
AAI-03175,118.7,52,758.2,87.1,0
AAI-03176,93.5,34,3144.4,32.5,3
AAI-03177,103.6,468,1465.5,84.2,0
AAI-03178,77.2,197,3804.8,10.4,0
AAI-03179,16.5,326,2834.9,90.7,0
AAI-03180,49.2,17,2162.7,39.6,1
AAI-03181,116.3,217,1910.7,76.3,0
AAI-03182,98.7,410,3008.1,96.4,0
AAI-03183,93.5,90,4048.1,23.2,1
AAI-03184,110.0,79,2580.8,33.9,2
AAI-03185,27.2,287,1970.9,24.8,0
AAI-03186,95.7,274,2058.8,18.7,0
AAI-03187,106.8,441,2618.9,71.3,0
AAI-03188,49.9,32,3406.3,33.2,0
AAI-03189,93.8,202,3881.6,92.1,0
AAI-03190,80.9,300,1032.8,24.7,0
AAI-03191,32.0,395,3940.1,33.3,1
AAI-03192,41.8,272,2286.8,57.5,0
AAI-03193,69.3,133,2977.8,17.8,0
AAI-03194,32.8,263,2342.6,88.7,0
AAI-03195,89.2,112,2389.4,92.7,4
AAI-03196,19.1,139,1121.5,26.5,0
AAI-03197,76.8,406,3825.9,24.2,0
AAI-03198,113.5,422,910.7,67.7,1
AAI-03199,101.6,161,1121.7,88.1,4
AAI-03200,44.8,141,2324.9,19.6,0
AAI-03201,32.4,57,2394.2,91.0,0
AAI-03202,19.0,164,1929.3,62.4,2
AAI-03203,99.9,378,284.2,24.2,0
AAI-03204,88.1,300,1240.9,96.3,0
AAI-03205,53.4,211,1675.5,22.9,0
AAI-03206,82.7,129,662.7,81.9,0
AAI-03207,109.1,369,855.0,24.4,2
AAI-03208,69.8,391,2127.1,33.4,0
AAI-03209,68.5,324,1217.7,28.7,0
AAI-03210,98.6,461,2144.1,77.3,1
AAI-03211,107.2,104,422.0,17.0,0
AAI-03212,75.2,312,2765.5,11.0,0
AAI-03213,86.1,232,3487.9,83.9,4
AAI-03214,28.4,91,2958.0,23.6,0
AAI-03215,20.7,429,1758.3,90.0,0
AAI-03216,77.4,162,2846.6,71.5,0
AAI-03217,115.6,323,961.1,14.1,0
AAI-03218,62.4,410,782.6,56.1,0
AAI-03219,21.9,430,613.9,29.8,0
AAI-03220,53.7,222,3760.5,35.7,1
AAI-03221,50.9,41,1776.5,72.9,3
AAI-03222,32.2,166,2525.1,53.5,0
AAI-03223,73.4,490,382.8,62.5,2
AAI-03224,89.7,357,1918.7,66.5,0
AAI-03225,70.7,419,1122.3,10.2,1
AAI-03226,63.8,184,894.9,21.4,0
AAI-03227,34.7,118,3871.2,42.6,0
AAI-03228,90.6,449,881.8,79.0,0
AAI-03229,31.3,318,3446.2,32.0,0
AAI-03230,64.5,392,1406.1,52.6,2
AAI-03231,5.3,89,3090.8,92.9,3
AAI-03232,111.2,74,3699.9,29.0,0
AAI-03233,95.4,321,765.4,83.0,0
AAI-03234,51.5,29,433.4,34.6,0
AAI-03235,98.8,29,2292.4,38.6,3
AAI-03236,46.6,72,3839.4,20.6,0
AAI-03237,55.9,32,2957.6,40.4,0
AAI-03238,7.9,332,172.0,96.6,0
AAI-03239,21.2,230,3686.1,24.1,0
AAI-03240,47.1,404,1109.5,29.1,0
AAI-03241,43.7,343,2356.0,89.4,0
AAI-03242,60.8,406,631.0,90.3,0
AAI-03243,118.0,159,675.8,11.1,2
AAI-03244,96.2,245,621.4,21.1,0
AAI-03245,74.9,279,886.1,69.6,2
AAI-03246,107.8,91,3700.7,82.9,1
AAI-03247,86.4,310,3484.0,22.7,0
AAI-03248,62.5,500,2579.5,92.0,1
AAI-03249,113.9,357,2320.8,93.2,4
AAI-03250,7.3,39,1109.8,56.7,0
AAI-03251,98.1,356,1144.6,96.0,0
AAI-03252,114.3,358,358.9,16.1,0
AAI-03253,92.9,487,3837.7,33.5,0
AAI-03254,112.2,107,1499.4,16.0,1
AAI-03255,12.8,405,4013.8,16.9,0
AAI-03256,62.6,423,3689.7,32.6,0
AAI-03257,65.9,311,707.5,22.2,0
AAI-03258,31.2,457,2294.1,65.8,0
AAI-03259,30.3,100,3423.5,98.3,0
AAI-03260,7.4,437,1670.0,63.9,0
AAI-03261,37.4,228,3265.3,90.5,1
AAI-03262,11.7,442,1311.7,42.5,1
AAI-03263,5.1,316,2127.1,51.5,1
AAI-03264,41.6,16,2515.7,58.6,0
AAI-03265,47.0,148,624.4,34.9,0
AAI-03266,119.9,354,942.2,60.5,0
AAI-03267,82.4,396,1660.3,93.0,0
AAI-03268,50.0,360,1114.2,53.9,2
AAI-03269,50.5,388,1096.4,21.5,0
AAI-03270,108.6,201,3490.3,58.5,1
AAI-03271,109.1,199,1026.7,47.7,4
AAI-03272,59.2,401,3291.4,97.6,0
AAI-03273,73.5,495,3549.8,55.8,0
AAI-03274,55.6,469,1008.5,76.6,0
AAI-03275,94.2,102,1528.0,36.1,0
AAI-03276,91.3,459,2267.4,20.8,0
AAI-03277,73.5,396,2156.1,57.0,0
AAI-03278,46.6,280,1797.4,65.4,0
AAI-03279,7.0,128,3183.9,24.9,0
AAI-03280,6.7,279,3263.5,92.8,2
AAI-03281,99.8,122,2445.8,31.0,0
AAI-03282,50.8,343,3409.7,59.1,0
AAI-03283,32.5,192,539.2,97.9,0
AAI-03284,6.0,319,2376.1,24.9,0
AAI-03285,110.8,151,2413.5,11.6,4
AAI-03286,77.9,211,403.1,28.9,0
AAI-03287,24.7,292,3671.3,84.6,2
AAI-03288,15.5,216,4030.8,36.5,0
AAI-03289,25.3,71,843.2,15.1,1
AAI-03290,27.5,187,964.5,55.9,2
AAI-03291,57.5,429,1152.7,71.9,0
AAI-03292,81.3,132,3572.0,76.1,0
AAI-03293,101.4,196,1901.6,63.8,0
AAI-03294,101.1,73,860.6,95.1,4
AAI-03295,65.8,284,2645.0,93.4,1
AAI-03296,66.4,242,2333.2,76.7,0
AAI-03297,44.6,359,3116.8,79.9,0
AAI-03298,93.6,233,3539.5,56.8,0
AAI-03299,66.6,395,4057.7,42.7,0
AAI-03300,58.1,419,2881.5,28.0,0
AAI-03301,66.2,497,2244.4,91.9,0
AAI-03302,25.2,354,2006.2,77.5,0
AAI-03303,103.7,345,2815.3,49.9,2
AAI-03304,93.7,479,139.2,63.3,2
AAI-03305,119.4,476,2823.0,16.0,0
AAI-03306,6.4,250,260.4,23.7,0
AAI-03307,26.0,460,1955.1,41.1,0
AAI-03308,107.3,351,628.5,35.8,3
AAI-03309,38.9,463,1935.6,20.5,0
AAI-03310,62.5,123,1773.5,50.6,0
AAI-03311,81.1,198,3079.3,31.7,0
AAI-03312,88.4,269,3817.4,38.7,0
AAI-03313,45.6,50,4088.4,35.9,1
AAI-03314,96.9,356,480.2,38.8,0
AAI-03315,12.7,303,2122.8,58.1,0
AAI-03316,89.2,284,1945.4,61.5,0
AAI-03317,53.1,148,1199.8,44.7,0
AAI-03318,73.6,70,3657.7,46.8,0
AAI-03319,101.7,77,1573.1,35.7,3
AAI-03320,31.9,88,245.8,12.1,0
AAI-03321,50.4,440,3425.6,44.6,2
AAI-03322,37.7,396,3919.0,77.3,4
AAI-03323,99.3,232,3363.2,12.1,0
AAI-03324,18.4,252,2342.6,40.3,0
AAI-03325,36.5,446,1427.6,80.3,1
AAI-03326,40.1,181,1665.4,31.3,0
AAI-03327,44.1,316,1656.4,20.9,0
AAI-03328,100.4,354,3781.3,54.5,0
AAI-03329,69.5,186,4008.8,39.3,0
AAI-03330,80.0,59,1705.1,49.6,1
AAI-03331,75.9,244,1403.0,39.6,0
AAI-03332,10.5,236,3151.7,64.0,0
AAI-03333,32.3,23,1929.0,36.4,0
AAI-03334,32.7,270,4020.9,41.1,0
AAI-03335,47.1,431,1598.6,22.5,3
AAI-03336,45.8,407,2345.1,37.9,0
